jma_station_code,wmo_station_id,station_name_jp,station_name_en,province,climate_classification_koppen,year,day_of_year,date,latitude_deg,longitude_deg,city,subprovince
409,47409,網走,ABASHIRI,北海道,Dfb,2006,137,2006-05-17,44.01777777777777,144.27972222222223,網走市,オホーツク総合振興局
409,47409,網走,ABASHIRI,北海道,Dfb,2007,136,2007-05-16,44.01777777777777,144.27972222222223,網走市,オホーツク総合振興局
409,47409,網走,ABASHIRI,北海道,Dfb,2008,126,2008-05-05,44.01777777777777,144.27972222222223,網走市,オホーツク総合振興局
409,47409,網走,ABASHIRI,北海道,Dfb,2009,127,2009-05-07,44.01777777777777,144.27972222222223,網走市,オホーツク総合振興局
409,47409,網走,ABASHIRI,北海道,Dfb,2010,138,2010-05-18,44.01777777777777,144.27972222222223,網走市,オホーツク総合振興局
409,47409,網走,ABASHIRI,北海道,Dfb,2011,138,2011-05-18,44.01777777777777,144.27972222222223,網走市,オホーツク総合振興局
409,47409,網走,ABASHIRI,北海道,Dfb,2012,126,2012-05-05,44.01777777777777,144.27972222222223,網走市,オホーツク総合振興局
409,47409,網走,ABASHIRI,北海道,Dfb,2013,147,2013-05-27,44.01777777777777,144.27972222222223,網走市,オホーツク総合振興局
409,47409,網走,ABASHIRI,北海道,Dfb,2014,131,2014-05-11,44.01777777777777,144.27972222222223,網走市,オホーツク総合振興局
409,47409,網走,ABASHIRI,北海道,Dfb,2015,123,2015-05-03,44.01777777777777,144.27972222222223,網走市,オホーツク総合振興局
409,47409,網走,ABASHIRI,北海道,Dfb,2016,131,2016-05-10,44.01777777777777,144.27972222222223,網走市,オホーツク総合振興局
409,47409,網走,ABASHIRI,北海道,Dfb,2017,127,2017-05-07,44.01777777777777,144.27972222222223,網走市,オホーツク総合振興局
409,47409,網走,ABASHIRI,北海道,Dfb,2018,126,2018-05-06,44.01777777777777,144.27972222222223,網走市,オホーツク総合振興局
409,47409,網走,ABASHIRI,北海道,Dfb,2019,127,2019-05-07,44.01777777777777,144.27972222222223,網走市,オホーツク総合振興局
409,47409,網走,ABASHIRI,北海道,Dfb,2020,130,2020-05-09,44.01777777777777,144.27972222222223,網走市,オホーツク総合振興局
409,47409,網走,ABASHIRI,北海道,Dfb,2021,127,2021-05-07,44.01777777777777,144.27972222222223,網走市,オホーツク総合振興局
409,47409,網走,ABASHIRI,北海道,Dfb,2022,120,2022-04-30,44.01777777777777,144.27972222222223,網走市,オホーツク総合振興局
409,47409,網走,ABASHIRI,北海道,Dfb,2023,121,2023-05-01,44.01777777777777,144.27972222222223,網走市,オホーツク総合振興局
409,47409,網走,ABASHIRI,北海道,Dfb,2024,121,2024-04-30,44.01777777777777,144.27972222222223,網走市,オホーツク総合振興局
409,47409,網走,ABASHIRI,北海道,Dfb,2025,130,2025-05-10,44.01777777777777,144.27972222222223,網走市,オホーツク総合振興局
602,47602,相川,AIKAWA,新潟県,Cfa,1953,110,1953-04-20,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1954,101,1954-04-11,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1955,102,1955-04-12,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1956,108,1956-04-17,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1957,112,1957-04-22,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1958,107,1958-04-17,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1959,99,1959-04-09,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1960,105,1960-04-14,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1961,105,1961-04-15,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1962,104,1962-04-14,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1963,107,1963-04-17,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1964,108,1964-04-17,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1965,118,1965-04-28,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1966,111,1966-04-21,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1967,108,1967-04-18,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1968,108,1968-04-17,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1969,113,1969-04-23,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1970,115,1970-04-25,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1971,110,1971-04-20,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1972,107,1972-04-16,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1973,106,1973-04-16,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1974,113,1974-04-23,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1975,109,1975-04-19,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1976,111,1976-04-20,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1977,107,1977-04-17,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1978,112,1978-04-22,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1979,103,1979-04-13,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1980,111,1980-04-20,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1981,109,1981-04-19,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1982,106,1982-04-16,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1983,106,1983-04-16,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1984,121,1984-04-30,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1985,109,1985-04-19,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1986,112,1986-04-22,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1987,110,1987-04-20,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1988,118,1988-04-27,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1989,103,1989-04-13,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1990,102,1990-04-12,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1991,110,1991-04-20,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1992,107,1992-04-16,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1993,112,1993-04-22,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1994,109,1994-04-19,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1995,109,1995-04-19,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1996,117,1996-04-26,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1997,107,1997-04-17,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1998,102,1998-04-12,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,1999,106,1999-04-16,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,2000,112,2000-04-21,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,2001,104,2001-04-14,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,2002,98,2002-04-08,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,2003,107,2003-04-17,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,2004,102,2004-04-11,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,2005,112,2005-04-22,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,2006,107,2006-04-17,38.02916666666667,138.23999999999998,佐渡市,
602,47602,相川,AIKAWA,新潟県,Cfa,2007,105,2007-04-15,38.02916666666667,138.23999999999998,佐渡市,
582,47582,秋田,AKITA,秋田県,Dfa,1953,119,1953-04-29,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1954,112,1954-04-22,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1955,113,1955-04-23,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1956,117,1956-04-26,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1957,119,1957-04-29,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1958,119,1958-04-29,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1959,107,1959-04-17,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1960,118,1960-04-27,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1961,113,1961-04-23,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1962,114,1962-04-24,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1963,111,1963-04-21,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1964,114,1964-04-23,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1965,128,1965-05-08,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1966,115,1966-04-25,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1967,118,1967-04-28,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1968,115,1968-04-24,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1969,119,1969-04-29,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1970,121,1970-05-01,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1971,119,1971-04-29,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1972,113,1972-04-22,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1973,113,1973-04-23,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1974,120,1974-04-30,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1975,115,1975-04-25,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1976,119,1976-04-28,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1977,117,1977-04-27,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1978,120,1978-04-30,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1979,115,1979-04-25,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1980,119,1980-04-28,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1981,117,1981-04-27,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1982,114,1982-04-24,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1983,109,1983-04-19,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1984,126,1984-05-05,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1985,113,1985-04-23,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1986,115,1986-04-25,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1987,111,1987-04-21,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1988,119,1988-04-28,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1989,105,1989-04-15,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1990,103,1990-04-13,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1991,112,1991-04-22,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1992,113,1992-04-22,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1993,114,1993-04-24,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1994,114,1994-04-24,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1995,113,1995-04-23,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1996,121,1996-04-30,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1997,112,1997-04-22,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1998,106,1998-04-16,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,1999,110,1999-04-20,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,2000,116,2000-04-25,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,2001,108,2001-04-18,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,2002,102,2002-04-12,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,2003,111,2003-04-21,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,2004,107,2004-04-16,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,2005,118,2005-04-28,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,2006,116,2006-04-26,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,2007,113,2007-04-23,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,2008,106,2008-04-15,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,2009,109,2009-04-19,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,2010,118,2010-04-28,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,2011,117,2011-04-27,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,2012,117,2012-04-26,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,2013,119,2013-04-29,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,2014,114,2014-04-24,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,2015,105,2015-04-15,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,2016,110,2016-04-19,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,2017,109,2017-04-19,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,2018,110,2018-04-20,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,2019,110,2019-04-20,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,2020,106,2020-04-15,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,2021,97,2021-04-07,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,2022,106,2022-04-16,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,2023,97,2023-04-07,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,2024,105,2024-04-14,39.7175,140.0991666666667,秋田市,
582,47582,秋田,AKITA,秋田県,Dfa,2025,108,2025-04-18,39.7175,140.0991666666667,秋田市,
575,47575,青森,AOMORI,青森県,Dfa,1956,123,1956-05-02,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1957,127,1957-05-07,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1958,124,1958-05-04,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1959,115,1959-04-25,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1960,122,1960-05-01,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1961,119,1961-04-29,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1962,120,1962-04-30,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1963,116,1963-04-26,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1964,123,1964-05-02,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1965,130,1965-05-10,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1966,125,1966-05-05,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1967,123,1967-05-03,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1968,124,1968-05-03,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1969,124,1969-05-04,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1970,127,1970-05-07,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1971,125,1971-05-05,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1972,120,1972-04-29,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1973,118,1973-04-28,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1974,127,1974-05-07,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1975,121,1975-05-01,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1976,125,1976-05-04,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1977,127,1977-05-07,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1978,124,1978-05-04,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1979,126,1979-05-06,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1980,130,1980-05-09,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1981,121,1981-05-01,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1982,124,1982-05-04,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1983,115,1983-04-25,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1984,139,1984-05-18,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1985,123,1985-05-03,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1986,125,1986-05-05,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1987,121,1987-05-01,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1988,122,1988-05-01,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1989,110,1989-04-20,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1990,113,1990-04-23,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1991,120,1991-04-30,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1992,118,1992-04-27,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1993,118,1993-04-28,40.82166666666667,140.7688888888889,青森市,
575,47575,青森,AOMORI,青森県,Dfa,1994,117,1994-04-27,40.82166666666667,140.7688888888889,青森市,
