jma_station_code,wmo_station_id,station_name_jp,station_name_en,latitude_deg,longitude_deg,display_name,osm_type,osm_id,country,country_code,neighbourhood,quarter,city,subprovince,province,postcode,climate_classification_koppen,climate_lookup_note,geocode_error
433,47433,倶知安,KUTCHAN,42.90111111111111,140.75805555555556,"Odori, 北三条東十一丁目, 倶知安町, 虻田郡, 後志総合振興局, 北海道, 044-0003, 日本",way,179155088,日本,jp,北三条東十一丁目,,,後志総合振興局,北海道,044-0003,Dfb,,
435,47435,紋別,MOMBETSU,44.345,143.3552777777778,"南が丘町一丁目, 紋別市, オホーツク総合振興局, 北海道, 094-0005, 日本",way,171756170,日本,jp,南が丘町一丁目,,紋別市,オホーツク総合振興局,北海道,094-0005,Dfb,,
440,47440,広尾,HIROO,42.29444444444445,143.31666666666666,"広尾中学校, 並木通東一丁目, 広尾町, 広尾郡, 十勝総合振興局, 北海道, 089-2624, 日本",way,341708456,日本,jp,並木通東一丁目,,,十勝総合振興局,北海道,089-2624,Dfb,,
520,47520,新庄,SHINJO,38.75694444444444,140.31222222222223,"東谷地田町, 新庄市, 山形県, 996-0002, 日本",way,110086069,日本,jp,,東谷地田町,新庄市,,山形県,996-0002,Dfa,,
575,47575,青森,AOMORI,40.82166666666667,140.7688888888889,"花園一丁目, 青森市, 青森県, 030-0966, 日本",way,109719281,日本,jp,花園一丁目,,青森市,,青森県,030-0966,Dfa,,
581,47581,八戸,HACHINOHE,40.52722222222222,141.52166666666668,"八戸市みなと体験学習館「みなっ知」, （臨）白銀北沼線, 新湊三丁目, 八戸市, 青森県, 031-0803, 日本",way,557052463,日本,jp,新湊三丁目,,八戸市,,青森県,031-0803,Dfa,,
582,47582,秋田,AKITA,39.7175,140.0991666666667,"八橋運動公園, 八橋本町, 秋田市, 秋田県, 010-8504, 日本",way,124573728,日本,jp,,八橋運動公園,秋田市,,秋田県,010-8504,Dfa,,
584,47584,盛岡,MORIOKA,39.69833333333333,141.16611111111112,"山王町, 盛岡市, 岩手県, 020-0815, 日本",way,140468805,日本,jp,山王町,,盛岡市,,岩手県,020-0815,Dfa,,
585,47585,宮古,MIYAKO,39.64694444444444,141.96583333333334,"鍬ヶ崎下町, 宮古市, 岩手県, 027-0076, 日本",way,106868388,日本,jp,鍬ヶ崎下町,,宮古市,,岩手県,027-0076,Cfa,,
587,47587,酒田,SAKATA,38.90861111111111,139.84333333333333,"まるや酒店, 酒田松山線, 一番町, 東中の口町, 酒田市, 山形県, 998-0856, 日本",node,5028149824,日本,jp,一番町,,酒田市,,山形県,998-0856,Cfa,,
588,47588,山形,YAMAGATA,38.25555555555555,140.34611111111113,"山形地方気象台, 山形山寺線, 七日町三丁目, 山形市, 山形県, 990-0042, 日本",node,5512677227,日本,jp,七日町三丁目,,山形市,,山形県,990-0042,Dfa,,
590,47590,仙台,SENDAI,38.261944444444445,140.89666666666665,"五輪一丁目, 二十人町通, 宮城野区, 仙台市, 宮城県, 983-0844, 日本",way,60272277,日本,jp,五輪一丁目,二十人町通,仙台市,,宮城県,983-0844,Cfa,Derived from Meteostat station 47590 monthly data (1991-2020). Derived koppen=Cfa,
595,47595,福島,FUKUSHIMA,37.75944444444445,140.47083333333333,"天神町, 福島市, 福島県, 960-8051, 日本",way,24282599,日本,jp,天神町,,福島市,,福島県,960-8051,,Meteostat station 47595 monthly data was insufficient for Köppen classification. Derived koppen=None,
597,47597,白河,SHIRAKAWA,37.13166666666667,140.21499999999995,"郭内, 白河市, 福島県, 961-0074, 日本",way,419643652,日本,jp,,郭内,白河市,,福島県,961-0074,,Meteostat station 47597 monthly data was insufficient for Köppen classification. Derived koppen=None,
598,47598,小名浜,ONAHAMA,36.9475,140.90333333333334,"小名浜西町, いわき市, 福島県, 971-8555, 日本",way,335171464,日本,jp,,小名浜西町,いわき市,,福島県,971-8555,Cfa,Derived from Meteostat station 47598 monthly data (1991-2020). Derived koppen=Cfa,
600,47600,輪島,WAJIMA,37.39138888888889,136.89527777777778,"平成町, 南町, 輪島市, 石川県, 928-0079, 日本",way,1236611629,日本,jp,,平成町,輪島市,,石川県,928-0079,Cfa,Derived from Meteostat station 47600 monthly data (1991-2020). Derived koppen=Cfa,
602,47602,相川,AIKAWA,38.02916666666667,138.23999999999998,"ローソン, 佐渡一周線, 相川一町目浜町, 佐渡市, 新潟県, 952-2135, 日本",way,676689108,日本,jp,相川一町目浜町,,佐渡市,,新潟県,952-2135,Cfa,Derived from Meteostat station 47602 monthly data (1991-2020). Derived koppen=Cfa,
604,47604,新潟,NIIGATA,37.89361111111111,139.0188888888889,"網川原, 国道116号, 網川原一丁目, 中央区, 新潟市, 新潟県, 950-0954, 日本",node,4878719691,日本,jp,網川原一丁目,,新潟市,,新潟県,950-0954,Cfa,Derived from Meteostat station 47604 monthly data (1991-2020). Derived koppen=Cfa,
605,47605,金沢,KANAZAWA,36.58972222222222,136.63472222222222,"石川県道60号金沢田鶴浜線, 西念3, 西念, 金沢市, 石川県, 920-8202, 日本",way,221155872,日本,jp,西念3,西念,金沢市,,石川県,920-8202,Cfa,Derived from Meteostat station 47605 monthly data (1991-2020). Derived koppen=Cfa,
607,47607,富山,TOYAMA,36.70944444444445,137.2025,"石坂, 富山市, 富山県, 930-0805, 日本",way,768369984,日本,jp,石坂,,富山市,,富山県,930-0805,,Meteostat station 47607 monthly data was insufficient for Köppen classification. Derived koppen=None,
610,47610,長野,NAGANO,36.66277777777778,138.1925,"長野清泉女学院高等学校, 長野豊野線, 三輪七丁目, 伊勢町, 長野市, 長野県, 380-0803, 日本",way,191206976,日本,jp,三輪七丁目,,長野市,,長野県,380-0803,Dfa,Derived from Meteostat station 47610 monthly data (1991-2020). Derived koppen=Dfa,
612,47612,高田,TAKADA,37.10666666666667,138.24666666666664,"大町二丁目, 上越市, 新潟県, 943-0846, 日本",way,190209021,日本,jp,大町二丁目,,上越市,,新潟県,943-0846,,Meteostat station 47612 monthly data was insufficient for Köppen classification. Derived koppen=None,
615,47615,宇都宮,UTSUNOMIYA,36.54972222222222,139.86833333333334,"花園町, 宇都宮市, 栃木県, 320-0831, 日本",way,118711175,日本,jp,,花園町,宇都宮市,,栃木県,320-0831,,Meteostat station 47615 monthly data was insufficient for Köppen classification. Derived koppen=None,
616,47616,福井,FUKUI,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,,Meteostat station 47616 monthly data was insufficient for Köppen classification. Derived koppen=None,
617,47617,高山,TAKAYAMA,36.15611111111111,137.25333333333333,"石浦陣屋下切線, 大新町一丁目, 桐生町六丁目, 高山市, 岐阜県, 506-0004, 日本",way,124539990,日本,jp,大新町一丁目,,高山市,,岐阜県,506-0004,,Meteostat station 47617 monthly data was insufficient for Köppen classification. Derived koppen=None,
618,47618,松本,MATSUMOTO,36.24666666666667,137.97055555555556,"沢村一丁目, 松本市, 長野県, 390-0861, 日本",way,439659661,日本,jp,沢村一丁目,,松本市,,長野県,390-0861,Dfa,Derived from Meteostat station 47618 monthly data (1991-2020). Derived koppen=Dfa,
624,47624,前橋,MAEBASHI,36.405277777777776,139.06055555555557,"昭和町三丁目, 前橋市, 群馬県, 371-0037, 日本",way,43025600,日本,jp,昭和町三丁目,,前橋市,,群馬県,371-0037,Cfa,Derived from Meteostat station 47624 monthly data (1991-2020). Derived koppen=Cfa,
626,47626,熊谷,KUMAGAYA,36.15,139.38,"桜町一丁目, 熊谷市, 埼玉県, 360-0047, 日本",way,136048762,日本,jp,桜町一丁目,,熊谷市,,埼玉県,360-0047,,Meteostat station 47626 monthly data was insufficient for Köppen classification. Derived koppen=None,
629,47629,水戸,MITO,36.38111111111111,140.46805555555557,"水戸地方気象台, 国道118号, 常磐町二丁目, 金町二丁目, 水戸市, 茨城県, 310-0063, 日本",way,660411002,日本,jp,常磐町二丁目,,水戸市,,茨城県,310-0063,Cfa,Derived from Meteostat station 47629 monthly data (1991-2020). Derived koppen=Cfa,
631,47631,敦賀,TSURUGA,35.65333333333333,136.06222222222223,"松栄町, 敦賀市, 福井県, 914-0801, 日本",way,193507828,日本,jp,,松栄町,敦賀市,,福井県,914-0801,,Meteostat station 47631 monthly data was insufficient for Köppen classification. Derived koppen=None,
632,47632,岐阜,GIFU,35.400277777777774,136.7625,"加納二之丸, 岐阜市, 岐阜県, 500-8429, 日本",way,116363997,日本,jp,,加納二之丸,岐阜市,,岐阜県,500-8429,,Meteostat station 47632 monthly data was insufficient for Köppen classification. Derived koppen=None,
636,47636,名古屋,NAGOYA,35.16777777777777,136.96555555555554,"日和町三丁目, 千種区, 名古屋市, 愛知県, 464-0035, 日本",way,155941613,日本,jp,日和町三丁目,,名古屋市,,愛知県,464-0035,Cfa,Derived from Meteostat station 47636 monthly data (1991-2020). Derived koppen=Cfa,
637,47637,飯田,IIDA,35.52333333333333,137.8225,"高羽町六丁目, 東野, 飯田市, 長野県, 395-0051, 日本",way,152754638,日本,jp,高羽町六丁目,,飯田市,,長野県,395-0051,,Meteostat station 47637 monthly data was insufficient for Köppen classification. Derived koppen=None,
638,47638,甲府,KOFU,35.66722222222222,138.5538888888889,"飯田通り, 飯田一丁目, 甲府市, 山梨県, 400-0035, 日本",way,1375045510,日本,jp,飯田一丁目,,甲府市,,山梨県,400-0035,,Meteostat station 47638 monthly data was insufficient for Köppen classification. Derived koppen=None,
648,47648,銚子,CHOSHI,35.73972222222222,140.85722222222222,"明神町二丁目, 銚子市, 千葉県, 288-0001, 日本",way,107151523,日本,jp,明神町二丁目,,銚子市,,千葉県,288-0001,Cfa,Derived from Meteostat station 47648 monthly data (1991-2020). Derived koppen=Cfa,
651,47651,津,TSU,34.73416666666667,136.51972222222224,"上浜高茶屋久居線, 桜橋三丁目, 津市, 三重県, 514-0009, 日本",way,600493917,日本,jp,桜橋三丁目,,津市,,三重県,514-0009,Cfa,Derived from Meteostat station 47651 monthly data (1991-2020). Derived koppen=Cfa,
654,47654,浜松,HAMAMATSU,34.75388888888889,137.71166666666664,"TOYOTA部品, ふれあい通り, 高丘東四丁目, 高丘, 中央区, 浜松市, 静岡県, 433-8117, 日本",node,2668180780,日本,jp,高丘東四丁目,,浜松市,,静岡県,433-8117,,Meteostat station 47654 monthly data was insufficient for Köppen classification. Derived koppen=None,
656,47656,静岡,SHIZUOKA,34.97611111111112,138.4038888888889,"曲金二丁目, 駿河区, 静岡市, 静岡県, 422-8550, 日本",way,167747894,日本,jp,曲金二丁目,,静岡市,,静岡県,422-8550,,Meteostat station 47656 monthly data was insufficient for Köppen classification. Derived koppen=None,
662,47662,東京,TOKYO,35.69166666666666,139.7511111111111,"近衛歩兵第二聯隊記念碑, 首都高速都心環状線, 北の丸公園, 千代田区, 東京都, 102-0091, 日本",node,5966025376,日本,jp,北の丸公園,北の丸公園,千代田区,,,102-0091,Cfa,Derived from Meteostat station 47662 monthly data (1991-2020). Derived koppen=Cfa,
663,47663,尾鷲,OWASE,34.069722222222225,136.19333333333333,"合同庁舎駐車場, 国道42号, 小川西町, 尾鷲市, 三重県, 519-3696, 日本",way,1287319488,日本,jp,,小川西町,尾鷲市,,三重県,519-3696,Cfa,Derived from Meteostat station 47663 monthly data (1991-2020). Derived koppen=Cfa,
670,47670,横浜,YOKOHAMA,35.439722222222215,139.6525,"元町一丁目, 中区, 横浜市, 神奈川県, 231-0017, 日本",way,402134442,日本,jp,元町一丁目,,横浜市,,神奈川県,231-0017,,Meteostat station 47670 monthly data was insufficient for Köppen classification. Derived koppen=None,
672,47672,館山,TATEYAMA,34.98694444444445,139.86527777777778,"長須賀, 北条, 館山市, 千葉県, 294-0037, 日本",way,124486392,日本,jp,長須賀,,館山市,,千葉県,294-0037,,Meteostat station 47672 monthly data was insufficient for Köppen classification. Derived koppen=None,
675,47675,大島,OSHIMA,34.74944444444444,139.36305555555555,"元町三丁目, 大島町, 大島支庁, 東京都, 日本",way,242380096,日本,jp,元町三丁目,,東京都,,,,Cfa,Derived from Meteostat station 47675 monthly data (1991-2020). Derived koppen=Cfa,
677,47677,三宅島,MIYAKEJIMA,34.12388888888889,139.5213888888889,"神着, 三宅村, 三宅支庁, 東京都, 100-1101, 日本",way,154523999,日本,jp,神着,,東京都,,,100-1101,,Meteostat station 47677 monthly data was insufficient for Köppen classification. Derived koppen=None,
678,47678,八丈島,HACHIJOJIMA,33.12166666666667,139.77916666666667,"八丈町, 八丈支庁, 東京都, 100-1511, 日本",way,155005390,日本,jp,,,東京都,,,100-1511,Cfa,Derived from Meteostat station 47678 monthly data (1991-2020). Derived koppen=Cfa,
740,47740,西郷,SAIGO,36.20444444444445,133.3338888888889,"大阪管区気象台西郷測候所, 池田中町線, 中町, 隠岐の島町, 隠岐郡, 島根県, 685-0015, 日本",node,1423609692,日本,jp,,中町,,,島根県,685-0015,Cfa,Derived from Meteostat station 47740 monthly data (1991-2020). Derived koppen=Cfa,
741,47741,松江,MATSUE,35.45722222222223,133.06555555555556,"西津田七丁目, 松江市, 島根県, 690-0001, 日本",way,128166432,日本,jp,西津田七丁目,,松江市,,島根県,690-0001,Cfa,Derived from Meteostat station 47741 monthly data (1991-2020). Derived koppen=Cfa,
744,47744,米子,YONAGO,35.43472222222222,133.3386111111111,"博労町三丁目, 米子市, 鳥取県, 683-0052, 日本",way,385655574,日本,jp,博労町三丁目,,米子市,,鳥取県,683-0052,Cfa,Derived from Meteostat station 47744 monthly data (1991-2020). Derived koppen=Cfa,
746,47746,鳥取,TOTTORI,35.48777777777778,134.23833333333332,"吉方温泉四丁目, 鳥取市, 鳥取県, 680-0842, 日本",way,132893728,日本,jp,吉方温泉四丁目,,鳥取市,,鳥取県,680-0842,Cfa,Derived from Meteostat station 47746 monthly data (1991-2020). Derived koppen=Cfa,
747,47747,豊岡,TOYOOKA,35.53583333333333,134.82222222222222,"尻細通, 城南町, 豊岡市, 兵庫県, 668-0042, 日本",way,1059206791,日本,jp,城南町,,豊岡市,,兵庫県,668-0042,,Meteostat station 47747 monthly data was insufficient for Köppen classification. Derived koppen=None,
750,47750,舞鶴,MAIZURU,35.45027777777778,135.31805555555556,"国道175号, 寺内, 舞鶴市, 京都府, 624-0946, 日本",way,45526975,日本,jp,,寺内,舞鶴市,,京都府,624-0946,Cfa,Derived from Meteostat station 47750 monthly data (1991-2020). Derived koppen=Cfa,
755,47755,浜田,HAMADA,34.89666666666667,132.07055555555556,"片庭町, 浜田市, 島根県, 697-8501, 日本",way,653162990,日本,jp,,片庭町,浜田市,,島根県,697-8501,Cfa,Derived from Meteostat station 47755 monthly data (1991-2020). Derived koppen=Cfa,
759,47759,京都,KYOTO,35.014722222222225,135.73277777777778,"西ノ京南上合町, 中京区, 京都市, 京都府, 604-8433, 日本",way,156132329,日本,jp,西ノ京南上合町,,京都市,,京都府,604-8433,Cfa,Derived from Meteostat station 47759 monthly data (1991-2020). Derived koppen=Cfa,
761,47761,彦根,HIKONE,35.27611111111111,136.24388888888888,"大阪管区台彦根地方気象台, 大津能登川長浜線, Shiromachi 2-chome, 長曽根町, 彦根, 彦根市, 滋賀県, 522-0069, 日本",way,1444648147,日本,jp,Shiromachi 2-chome,長曽根町,彦根市,,滋賀県,522-0069,,Meteostat station 47761 monthly data was insufficient for Köppen classification. Derived koppen=None,
762,47762,下関,SHIMONOSEKI,33.948611111111106,130.9261111111111,"竹崎町四丁目, 下関市, 山口県, 750-0025, 日本",way,120621439,日本,jp,竹崎町四丁目,,下関市,,山口県,750-0025,,Meteostat station 47762 monthly data was insufficient for Köppen classification. Derived koppen=None,
765,47765,広島,HIROSHIMA,34.39861111111111,132.46277777777777,"中国運輸局, 城南通り, 八丁堀, 上幟町, 中区, 広島市, 広島県, 730-0013, 日本",node,1423628351,日本,jp,八丁堀,,広島市,,広島県,730-0013,Cfa,Derived from Meteostat station 47765 monthly data (1991-2020). Derived koppen=Cfa,
768,47768,岡山,OKAYAMA,34.68583333333333,133.92527777777778,"岡山大学 津島キャンパス, 津高法界院停車場線, 大和町二丁目, 北区, 岡山市, 岡山県, 700-0804, 日本",relation,6605128,日本,jp,大和町二丁目,,岡山市,,岡山県,700-0804,,Meteostat station 47768 monthly data was insufficient for Köppen classification. Derived koppen=None,
770,47770,神戸,KOBE,34.69694444444444,135.21277777777777,"脇浜町三丁目, 中央区, 神戸市, 兵庫県, 651-0073, 日本",relation,10822803,日本,jp,脇浜町三丁目,,神戸市,,兵庫県,651-0073,,Meteostat station 47770 monthly data was insufficient for Köppen classification. Derived koppen=None,
772,47772,大阪,OSAKA,34.68222222222222,135.51916666666668,"大阪家庭裁判所, 本町通, 大阪城, 大手前四丁目, 中央区, 大阪市, 大阪府, 540-0006, 日本",relation,3252573,日本,jp,大阪城,,大阪市,,大阪府,540-0006,Cfa,Derived from Meteostat station 47772 monthly data (1991-2020). Derived koppen=Cfa,
776,47776,洲本,SUMOTO,34.33833333333334,134.905,"東の丸二段曲輪, 洲本灘賀集線, 海岸通二丁目, 洲本市, 兵庫県, 656-8799, 日本",node,4833805682,日本,jp,海岸通二丁目,,洲本市,,兵庫県,656-8799,,Meteostat station 47776 monthly data was insufficient for Köppen classification. Derived koppen=None,
777,47777,和歌山,WAKAYAMA,34.22888888888889,135.16416666666666,"東長町一丁目, 和歌山市, 和歌山県, 640-8511, 日本",way,381667620,日本,jp,東長町一丁目,,和歌山市,,和歌山県,640-8511,,Meteostat station 47777 monthly data was insufficient for Köppen classification. Derived koppen=None,
778,47778,潮岬,SHIONOMISAKI,33.45027777777778,135.75722222222225,"串本町, 東牟婁郡, 和歌山県, 649-3503, 日本",way,125833873,日本,jp,,,,,和歌山県,649-3503,Cfa,Derived from Meteostat station 47778 monthly data (1991-2020). Derived koppen=Cfa,
780,47780,奈良,NARA,34.693888888888885,135.82777777777778,"半田開町, 奈良市, 奈良県, 630-8271, 日本",way,124970146,日本,jp,半田開町,,奈良市,,奈良県,630-8271,,Meteostat station 47780 monthly data was insufficient for Köppen classification. Derived koppen=None,
800,47800,厳原,IZUHARA,34.19777777777777,129.29194444444445,"国道382号, 厳原町大手橋, 厳原, 対馬市, 長崎県, 817-0021, 日本",way,463780988,日本,jp,,厳原町大手橋,対馬市,,長崎県,817-0021,Cfa,Derived from Meteostat station 47800 monthly data (1991-2020). Derived koppen=Cfa,
807,47807,福岡,FUKUOKA,33.58222222222223,130.3763888888889,"国体道路, 草香江一丁目, 中央区, 福岡市, 福岡県, 810-0051, 日本",way,1375757316,日本,jp,草香江一丁目,,福岡市,,福岡県,810-0051,Cfa,Derived from Meteostat station 47807 monthly data (1991-2020). Derived koppen=Cfa,
813,47813,佐賀,SAGA,33.26638888888889,130.3052777777778,"ほほえみ館通り, 兵庫北三丁目, 佐賀市, 佐賀県, 849-0919, 日本",way,365936875,日本,jp,兵庫北三丁目,,佐賀市,,佐賀県,849-0919,,Meteostat station 47813 monthly data was insufficient for Köppen classification. Derived koppen=None,
815,47815,大分,OITA,33.236111111111114,131.61916666666667,"中島錦町線, 舞鶴町一丁目, 大分市, 大分県, 870-0023, 日本",way,572221369,日本,jp,舞鶴町一丁目,,大分市,,大分県,870-0023,Cfa,Derived from Meteostat station 47815 monthly data (1991-2020). Derived koppen=Cfa,
817,47817,長崎,NAGASAKI,32.73416666666667,129.86805555555557,"南山手町, 長崎市, 長崎県, 850-8685, 日本",way,170687683,日本,jp,,南山手町,長崎市,,長崎県,850-8685,Cfa,Derived from Meteostat station 47817 monthly data (1991-2020). Derived koppen=Cfa,
819,47819,熊本,KUMAMOTO,32.81361111111111,130.70694444444445,"京町二丁目, 中央区, 熊本市, 熊本県, 860-8601, 日本",way,1428425436,日本,jp,京町二丁目,,熊本市,,熊本県,860-8601,,Meteostat station 47819 monthly data was insufficient for Köppen classification. Derived koppen=None,
822,47822,延岡,NOBEOKA,32.581944444444446,131.65805555555556,"内藤記念館, 国道218号, 岡富町, 延岡市, 宮崎県, 882-0043, 日本",way,1104331335,日本,jp,,岡富町,延岡市,,宮崎県,882-0043,,Meteostat station 47822 monthly data was insufficient for Köppen classification. Derived koppen=None,
827,47827,鹿児島,KAGOSHIMA,31.555,130.54805555555555,"産業道路, 東郡元町, 鴨池, 鹿児島市, 鹿児島県, 892-8677, 日本",way,738100150,日本,jp,,東郡元町,鹿児島市,,鹿児島県,892-8677,Cfa,Derived from Meteostat station 47827 monthly data (1991-2020). Derived koppen=Cfa,
830,47830,宮崎,MIYAZAKI,31.938333333333333,131.41416666666666,"福岡管区気象台宮崎地方気象台, 下北方古墳線, 矢の先町, 宮崎市, 宮崎県, 880-8505, 日本",node,1423883212,日本,jp,,矢の先町,宮崎市,,宮崎県,880-8505,Cfa,Derived from Meteostat station 47830 monthly data (1991-2020). Derived koppen=Cfa,
836,47836,屋久島,YAKUSHIMA,30.385555555555555,130.65916666666666,"屋久島空港, Shortcut to Orange House, 屋久島町, 熊毛郡, 鹿児島県, 891-4207, 日本",way,57011480,日本,jp,,,,,鹿児島県,891-4207,,Meteostat station 47836 monthly data was insufficient for Köppen classification. Derived koppen=None,
837,47837,種子島,TANEGASHIMA,30.720277777777778,130.98250000000002,"西之表市, 鹿児島県, 891-3101, 日本",way,114069526,日本,jp,,,西之表市,,鹿児島県,891-3101,Cfa,Derived from Meteostat station 47837 monthly data (1991-2020). Derived koppen=Cfa,
843,47843,福江,FUKUE,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa,Derived from Meteostat station 47843 monthly data (1991-2020). Derived koppen=Cfa,
887,47887,松山,MATSUYAMA,33.84361111111112,132.7775,"大阪管区気象台松山地方気象台, 北持田町, 松山市, 愛媛県, 790-0855, 日本",node,1423733543,日本,jp,,北持田町,松山市,,愛媛県,790-0855,Cfa,Derived from Meteostat station 47887 monthly data (1991-2020). Derived koppen=Cfa,
891,47891,高松,TAKAMATSU,34.31805555555556,134.05444444444444,"伏石町, 高松市, 香川県, 761-8071, 日本",way,909689828,日本,jp,,伏石町,高松市,,香川県,761-8071,Cfa,Derived from Meteostat station 47891 monthly data (1991-2020). Derived koppen=Cfa,
892,47892,宇和島,UWAJIMA,33.22777777777778,132.55305555555557,"第六管区海上保安本部宇和島海上保安部, 吉田宇和島線, 住吉町二丁目, 藤江, 宇和島市, 愛媛県, 798-8601, 日本",node,1423743153,日本,jp,住吉町二丁目,,宇和島市,,愛媛県,798-8601,,Meteostat station 47892 monthly data was insufficient for Köppen classification. Derived koppen=None,
893,47893,高知,KOCHI,33.56805555555556,133.54944444444445,"比島町一丁目, 高知市, 高知県, 780-8571, 日本",way,144952441,日本,jp,比島町一丁目,,高知市,,高知県,780-8571,Cfa,Derived from Meteostat station 47893 monthly data (1991-2020). Derived koppen=Cfa,
895,47895,徳島,TOKUSHIMA,34.06777777777778,134.57333333333332,"大和町二丁目, 徳島市, 徳島県, 770-8571, 日本",way,33117274,日本,jp,大和町二丁目,,徳島市,,徳島県,770-8571,Cfa,Derived from Meteostat station 47895 monthly data (1991-2020). Derived koppen=Cfa,
909,47909,名瀬,NAZE,28.379722222222224,129.49555555555554,"福岡管区気象台名瀬測候所, 名瀬港線, 名瀬港町, 奄美市, 鹿児島県, 日本",node,1423934351,日本,jp,,名瀬港町,奄美市,,鹿児島県,,Cfa,Derived from Meteostat station 47909 monthly data (1991-2020). Derived koppen=Cfa,
912,47912,与那国島,YONAGUNIJIMA,24.466666666666665,123.01055555555556,"与那国港線, 祖納, 与那国町, 八重山郡, 沖縄県, 907-1801, 日本",way,1351826257,日本,jp,祖納,,,,沖縄県,907-1801,,"Meteostat station 47912 lookup failed: ValueError: Weather station with ID ""47912"" could not be found. Derived koppen=None",
917,47917,西表島,IRIOMOTEJIMA,24.42777777777778,123.76555555555557,"住吉, 竹富町, 八重山郡, 沖縄県, 907-1541, 日本",way,168885291,日本,jp,住吉,,,,沖縄県,907-1541,,"Meteostat station 47917 lookup failed: ValueError: Weather station with ID ""47917"" could not be found. Derived koppen=None",
