province,year,mean_day_of_year,median_day_of_year,std_day_of_year,min_day_of_year,max_day_of_year,station_count,record_count
静岡県,1965,101.5,101.5,2.12,100,103,2,2
静岡県,1966,92.0,92.0,4.24,89,95,2,2
静岡県,1967,92.5,92.5,0.71,92,93,2,2
静岡県,1968,95.5,95.5,0.71,95,96,2,2
静岡県,1969,97.0,97.0,0.0,97,97,2,2
静岡県,1970,99.0,99.0,1.41,98,100,2,2
静岡県,1971,95.0,95.0,2.83,93,97,2,2
静岡県,1972,95.5,95.5,2.12,94,97,2,2
静岡県,1973,96.0,96.0,0.0,96,96,2,2
静岡県,1974,93.5,93.5,2.12,92,95,2,2
静岡県,1975,96.0,96.0,0.0,96,96,2,2
静岡県,1976,90.5,90.5,0.71,90,91,2,2
静岡県,1977,88.0,88.0,1.41,87,89,2,2
静岡県,1978,100.0,100.0,0.0,100,100,2,2
静岡県,1979,95.0,95.0,0.0,95,95,2,2
静岡県,1980,98.5,98.5,0.71,98,99,2,2
静岡県,1981,94.0,94.0,1.41,93,95,2,2
静岡県,1982,88.5,88.5,0.71,88,89,2,2
静岡県,1983,98.0,98.0,2.83,96,100,2,2
静岡県,1984,103.0,103.0,0.0,103,103,2,2
静岡県,1985,93.5,93.5,0.71,93,94,2,2
静岡県,1986,96.5,96.5,0.71,96,97,2,2
静岡県,1987,95.0,95.0,0.0,95,95,2,2
静岡県,1988,103.0,103.0,0.0,103,103,2,2
静岡県,1989,91.5,91.5,0.71,91,92,2,2
静岡県,1990,91.5,91.5,0.71,91,92,2,2
静岡県,1991,98.0,98.0,2.83,96,100,2,2
静岡県,1992,94.0,94.0,1.41,93,95,2,2
静岡県,1993,97.5,97.5,2.12,96,99,2,2
静岡県,1994,98.5,98.5,0.71,98,99,2,2
静岡県,1995,98.0,98.0,0.0,98,98,2,2
静岡県,1996,94.0,94.0,1.41,93,95,2,2
静岡県,1997,90.0,90.0,1.41,89,91,2,2
静岡県,1998,91.5,91.5,2.12,90,93,2,2
静岡県,1999,91.0,91.0,0.0,91,91,2,2
静岡県,2000,98.5,98.5,2.12,97,100,2,2
静岡県,2001,93.0,93.0,1.41,92,94,2,2
静岡県,2002,83.0,83.0,2.83,81,85,2,2
静岡県,2003,87.5,87.5,0.71,87,88,2,2
静岡県,2004,93.0,93.0,1.41,92,94,2,2
静岡県,2005,97.5,97.5,0.71,97,98,2,2
静岡県,2006,86.0,86.0,,86,86,1,1
静岡県,2007,89.0,89.0,,89,89,1,1
静岡県,2008,87.0,87.0,,87,87,1,1
静岡県,2009,86.0,86.0,,86,86,1,1
静岡県,2010,85.0,85.0,,85,85,1,1
静岡県,2011,94.0,94.0,,94,94,1,1
静岡県,2012,92.0,92.0,,92,92,1,1
静岡県,2013,82.0,82.0,,82,82,1,1
静岡県,2014,90.0,90.0,,90,90,1,1
静岡県,2015,91.0,91.0,,91,91,1,1
静岡県,2016,96.0,96.0,,96,96,1,1
静岡県,2017,102.0,102.0,,102,102,1,1
静岡県,2018,86.0,86.0,,86,86,1,1
静岡県,2019,96.0,96.0,,96,96,1,1
静岡県,2020,98.0,98.0,,98,98,1,1
静岡県,2021,87.0,87.0,,87,87,1,1
静岡県,2022,89.0,89.0,,89,89,1,1
静岡県,2023,88.0,88.0,,88,88,1,1
静岡県,2024,99.0,99.0,,99,99,1,1
静岡県,2025,93.0,93.0,,93,93,1,1
香川県,1953,98.0,98.0,,98,98,1,1
香川県,1954,96.0,96.0,,96,96,1,1
香川県,1955,97.0,97.0,,97,97,1,1
香川県,1956,101.0,101.0,,101,101,1,1
香川県,1957,102.0,102.0,,102,102,1,1
香川県,1958,97.0,97.0,,97,97,1,1
香川県,1959,93.0,93.0,,93,93,1,1
香川県,1960,97.0,97.0,,97,97,1,1
香川県,1961,98.0,98.0,,98,98,1,1
香川県,1962,101.0,101.0,,101,101,1,1
香川県,1963,100.0,100.0,,100,100,1,1
香川県,1964,97.0,97.0,,97,97,1,1
香川県,1965,102.0,102.0,,102,102,1,1
香川県,1966,94.0,94.0,,94,94,1,1
香川県,1967,95.0,95.0,,95,95,1,1
香川県,1968,99.0,99.0,,99,99,1,1
香川県,1969,101.0,101.0,,101,101,1,1
香川県,1970,104.0,104.0,,104,104,1,1
香川県,1971,96.0,96.0,,96,96,1,1
香川県,1972,98.0,98.0,,98,98,1,1
香川県,1973,96.0,96.0,,96,96,1,1
香川県,1974,99.0,99.0,,99,99,1,1
香川県,1975,97.0,97.0,,97,97,1,1
香川県,1976,98.0,98.0,,98,98,1,1
香川県,1977,91.0,91.0,,91,91,1,1
香川県,1978,100.0,100.0,,100,100,1,1
香川県,1979,97.0,97.0,,97,97,1,1
香川県,1980,98.0,98.0,,98,98,1,1
香川県,1981,96.0,96.0,,96,96,1,1
香川県,1982,92.0,92.0,,92,92,1,1
香川県,1983,99.0,99.0,,99,99,1,1
香川県,1984,106.0,106.0,,106,106,1,1
香川県,1985,98.0,98.0,,98,98,1,1
香川県,1986,100.0,100.0,,100,100,1,1
香川県,1987,95.0,95.0,,95,95,1,1
香川県,1988,104.0,104.0,,104,104,1,1
香川県,1989,92.0,92.0,,92,92,1,1
香川県,1990,88.0,88.0,,88,88,1,1
香川県,1991,97.0,97.0,,97,97,1,1
香川県,1992,95.0,95.0,,95,95,1,1
香川県,1993,98.0,98.0,,98,98,1,1
香川県,1994,96.0,96.0,,96,96,1,1
香川県,1995,98.0,98.0,,98,98,1,1
香川県,1996,101.0,101.0,,101,101,1,1
香川県,1997,94.0,94.0,,94,94,1,1
香川県,1998,92.0,92.0,,92,92,1,1
香川県,1999,94.0,94.0,,94,94,1,1
香川県,2000,97.0,97.0,,97,97,1,1
香川県,2001,90.0,90.0,,90,90,1,1
香川県,2002,82.0,82.0,,82,82,1,1
香川県,2003,94.0,94.0,,94,94,1,1
香川県,2004,94.0,94.0,,94,94,1,1
香川県,2005,96.0,96.0,,96,96,1,1
香川県,2006,96.0,96.0,,96,96,1,1
香川県,2007,94.0,94.0,,94,94,1,1
香川県,2008,94.0,94.0,,94,94,1,1
香川県,2009,93.0,93.0,,93,93,1,1
香川県,2010,94.0,94.0,,94,94,1,1
香川県,2011,98.0,98.0,,98,98,1,1
香川県,2012,97.0,97.0,,97,97,1,1
香川県,2013,89.0,89.0,,89,89,1,1
香川県,2014,90.0,90.0,,90,90,1,1
香川県,2015,91.0,91.0,,91,91,1,1
香川県,2016,95.0,95.0,,95,95,1,1
香川県,2017,98.0,98.0,,98,98,1,1
香川県,2018,88.0,88.0,,88,88,1,1
香川県,2019,94.0,94.0,,94,94,1,1
香川県,2020,95.0,95.0,,95,95,1,1
香川県,2021,86.0,86.0,,86,86,1,1
香川県,2022,89.0,89.0,,89,89,1,1
香川県,2023,88.0,88.0,,88,88,1,1
香川県,2024,96.0,96.0,,96,96,1,1
香川県,2025,93.0,93.0,,93,93,1,1
高知県,1955,87.0,87.0,,87,87,1,1
高知県,1956,91.0,91.0,,91,91,1,1
高知県,1957,97.0,97.0,,97,97,1,1
高知県,1959,91.0,91.0,,91,91,1,1
高知県,1960,94.0,94.0,,94,94,1,1
高知県,1961,92.0,92.0,,92,92,1,1
高知県,1962,97.0,97.0,,97,97,1,1
高知県,1963,93.0,93.0,,93,93,1,1
高知県,1965,99.0,99.0,,99,99,1,1
高知県,1966,86.0,86.0,,86,86,1,1
高知県,1967,87.0,87.0,,87,87,1,1
高知県,1968,91.0,91.0,,91,91,1,1
高知県,1969,96.0,96.0,,96,96,1,1
高知県,1970,95.0,95.0,,95,95,1,1
高知県,1971,89.0,89.0,,89,89,1,1
高知県,1972,90.0,90.0,,90,90,1,1
高知県,1973,90.0,90.0,,90,90,1,1
高知県,1974,90.0,90.0,,90,90,1,1
高知県,1975,90.0,90.0,,90,90,1,1
高知県,1976,90.0,90.0,,90,90,1,1
高知県,1977,86.0,86.0,,86,86,1,1
高知県,1978,99.0,99.0,,99,99,1,1
高知県,1979,93.0,93.0,,93,93,1,1
高知県,1980,93.0,93.0,,93,93,1,1
高知県,1981,87.0,87.0,,87,87,1,1
高知県,1982,83.0,83.0,,83,83,1,1
高知県,1983,94.0,94.0,,94,94,1,1
高知県,1984,94.0,94.0,,94,94,1,1
高知県,1985,90.0,90.0,,90,90,1,1
高知県,1986,92.0,92.0,,92,92,1,1
高知県,1987,93.0,93.0,,93,93,1,1
高知県,1988,98.0,98.0,,98,98,1,1
高知県,1989,83.0,83.0,,83,83,1,1
高知県,1990,82.0,82.0,,82,82,1,1
高知県,1991,88.0,88.0,,88,88,1,1
高知県,1992,93.0,93.0,,93,93,1,1
高知県,1993,96.0,96.0,,96,96,1,1
高知県,1994,95.0,95.0,,95,95,1,1
高知県,1995,97.0,97.0,,97,97,1,1
高知県,1996,93.0,93.0,,93,93,1,1
高知県,1997,85.0,85.0,,85,85,1,1
高知県,1998,90.0,90.0,,90,90,1,1
高知県,1999,91.0,91.0,,91,91,1,1
高知県,2000,94.0,94.0,,94,94,1,1
高知県,2001,89.0,89.0,,89,89,1,1
高知県,2002,82.0,82.0,,82,82,1,1
高知県,2003,84.0,84.0,,84,84,1,1
高知県,2004,91.0,91.0,,91,91,1,1
高知県,2005,96.0,96.0,,96,96,1,1
高知県,2006,83.0,83.0,,83,83,1,1
高知県,2007,91.0,91.0,,91,91,1,1
高知県,2008,88.0,88.0,,88,88,1,1
高知県,2009,83.0,83.0,,83,83,1,1
高知県,2010,80.0,80.0,,80,80,1,1
高知県,2011,90.0,90.0,,90,90,1,1
高知県,2012,87.0,87.0,,87,87,1,1
高知県,2013,81.0,81.0,,81,81,1,1
高知県,2014,84.0,84.0,,84,84,1,1
高知県,2015,89.0,89.0,,89,89,1,1
高知県,2016,93.0,93.0,,93,93,1,1
高知県,2017,96.0,96.0,,96,96,1,1
高知県,2018,78.0,78.0,,78,78,1,1
高知県,2019,88.0,88.0,,88,88,1,1
高知県,2020,93.0,93.0,,93,93,1,1
高知県,2021,82.0,82.0,,82,82,1,1
高知県,2022,86.0,86.0,,86,86,1,1
高知県,2023,83.0,83.0,,83,83,1,1
高知県,2024,91.0,91.0,,91,91,1,1
高知県,2025,87.0,87.0,,87,87,1,1
鳥取県,1953,98.0,98.0,,98,98,1,1
鳥取県,1954,99.0,99.0,8.49,93,105,2,2
鳥取県,1955,95.0,95.0,1.41,94,96,2,2
鳥取県,1956,100.5,100.5,2.12,99,102,2,2
鳥取県,1957,105.0,105.0,0.0,105,105,2,2
鳥取県,1958,97.5,97.5,0.71,97,98,2,2
鳥取県,1959,90.5,90.5,2.12,89,92,2,2
鳥取県,1960,94.5,94.5,0.71,94,95,2,2
鳥取県,1961,97.0,97.0,2.83,95,99,2,2
鳥取県,1962,100.0,100.0,0.0,100,100,2,2
鳥取県,1963,101.5,101.5,0.71,101,102,2,2
鳥取県,1964,97.5,97.5,2.12,96,99,2,2
鳥取県,1965,107.0,107.0,0.0,107,107,2,2
鳥取県,1966,95.5,95.5,0.71,95,96,2,2
鳥取県,1967,96.0,96.0,0.0,96,96,2,2
鳥取県,1968,99.5,99.5,0.71,99,100,2,2
鳥取県,1969,103.5,103.5,0.71,103,104,2,2
鳥取県,1970,105.0,105.0,0.0,105,105,2,2
鳥取県,1971,100.0,100.0,0.0,100,100,2,2
鳥取県,1972,98.0,98.0,0.0,98,98,2,2
鳥取県,1973,97.0,97.0,1.41,96,98,2,2
鳥取県,1974,99.0,99.0,0.0,99,99,2,2
鳥取県,1975,99.0,99.0,0.0,99,99,2,2
鳥取県,1976,98.5,98.5,0.71,98,99,2,2
鳥取県,1977,96.0,96.0,1.41,95,97,2,2
鳥取県,1978,102.5,102.5,0.71,102,103,2,2
鳥取県,1979,96.0,96.0,1.41,95,97,2,2
鳥取県,1980,100.5,100.5,0.71,100,101,2,2
鳥取県,1981,97.5,97.5,0.71,97,98,2,2
鳥取県,1982,94.0,94.0,0.0,94,94,2,2
鳥取県,1983,100.0,100.0,2.83,98,102,2,2
鳥取県,1984,108.0,108.0,0.0,108,108,2,2
鳥取県,1985,99.5,99.5,0.71,99,100,2,2
鳥取県,1986,101.5,101.5,0.71,101,102,2,2
鳥取県,1987,96.0,96.0,0.0,96,96,2,2
鳥取県,1988,105.5,105.5,0.71,105,106,2,2
鳥取県,1989,92.5,92.5,0.71,92,93,2,2
鳥取県,1990,89.0,89.0,0.0,89,89,2,2
鳥取県,1991,101.0,101.0,1.41,100,102,2,2
鳥取県,1992,97.0,97.0,0.0,97,97,2,2
鳥取県,1993,103.5,103.5,0.71,103,104,2,2
鳥取県,1994,99.5,99.5,0.71,99,100,2,2
鳥取県,1995,98.5,98.5,0.71,98,99,2,2
鳥取県,1996,103.5,103.5,2.12,102,105,2,2
鳥取県,1997,94.0,94.0,0.0,94,94,2,2
鳥取県,1998,90.0,90.0,0.0,90,90,2,2
鳥取県,1999,92.0,92.0,1.41,91,93,2,2
鳥取県,2000,99.5,99.5,0.71,99,100,2,2
鳥取県,2001,92.0,92.0,1.41,91,93,2,2
鳥取県,2002,88.0,88.0,1.41,87,89,2,2
鳥取県,2003,96.5,96.5,0.71,96,97,2,2
鳥取県,2004,89.0,89.0,0.0,89,89,2,2
鳥取県,2005,98.0,98.0,0.0,98,98,2,2
鳥取県,2006,97.0,97.0,0.0,97,97,2,2
鳥取県,2007,95.5,95.5,3.54,93,98,2,2
鳥取県,2008,95.5,95.5,0.71,95,96,2,2
鳥取県,2009,97.0,97.0,,97,97,1,1
鳥取県,2010,94.0,94.0,,94,94,1,1
鳥取県,2011,98.0,98.0,,98,98,1,1
鳥取県,2012,101.0,101.0,,101,101,1,1
鳥取県,2013,88.0,88.0,,88,88,1,1
鳥取県,2014,92.0,92.0,,92,92,1,1
鳥取県,2015,91.0,91.0,,91,91,1,1
鳥取県,2016,91.0,91.0,,91,91,1,1
鳥取県,2017,97.0,97.0,,97,97,1,1
鳥取県,2018,87.0,87.0,,87,87,1,1
鳥取県,2019,94.0,94.0,,94,94,1,1
鳥取県,2020,91.0,91.0,,91,91,1,1
鳥取県,2021,88.0,88.0,,88,88,1,1
鳥取県,2022,91.0,91.0,,91,91,1,1
鳥取県,2023,83.0,83.0,,83,83,1,1
鳥取県,2024,97.0,97.0,,97,97,1,1
鳥取県,2025,94.0,94.0,,94,94,1,1
鹿児島県,1953,74.67,93.0,36.17,33,98,3,3
鹿児島県,1954,98.0,98.0,,98,98,1,1
鹿児島県,1955,93.0,93.0,,93,93,1,1
鹿児島県,1956,58.5,58.5,48.79,24,93,2,2
鹿児島県,1957,64.0,64.0,46.67,31,97,2,2
鹿児島県,1958,94.0,94.0,1.41,93,95,2,2
鹿児島県,1959,77.0,89.0,29.87,43,99,3,3
鹿児島県,1960,75.33,94.0,34.08,36,96,3,3
鹿児島県,1961,94.0,94.0,1.41,93,95,2,2
鹿児島県,1962,98.0,98.0,,98,98,1,1
鹿児島県,1963,94.5,94.5,2.12,93,96,2,2
鹿児島県,1964,94.0,94.0,,94,94,1,1
鹿児島県,1965,97.5,97.5,4.95,94,101,2,2
鹿児島県,1966,88.0,88.0,2.83,86,90,2,2
鹿児島県,1967,92.0,92.0,,92,92,1,1
鹿児島県,1968,94.5,94.5,0.71,94,95,2,2
鹿児島県,1969,97.0,97.0,,97,97,1,1
鹿児島県,1970,97.0,97.0,,97,97,1,1
鹿児島県,1971,93.0,93.0,,93,93,1,1
鹿児島県,1972,95.0,95.0,4.24,92,98,2,2
鹿児島県,1973,84.5,84.5,7.78,79,90,2,2
鹿児島県,1974,69.33,92.0,40.13,23,93,3,3
鹿児島県,1975,79.67,100.0,39.63,34,105,3,3
鹿児島県,1976,71.67,92.0,36.09,30,93,3,3
鹿児島県,1977,63.67,85.0,36.95,21,85,3,3
鹿児島県,1978,81.67,101.0,37.0,39,105,3,3
鹿児島県,1979,81.0,95.0,44.68,31,117,3,3
鹿児島県,1980,73.0,90.0,35.68,32,97,3,3
鹿児島県,1981,68.0,86.0,32.05,31,87,3,3
鹿児島県,1982,69.0,87.0,33.81,30,90,3,3
鹿児島県,1983,74.0,93.0,37.32,31,98,3,3
鹿児島県,1984,72.67,91.0,34.39,33,94,3,3
鹿児島県,1985,74.33,92.0,35.02,34,97,3,3
鹿児島県,1986,69.67,89.0,35.23,29,91,3,3
鹿児島県,1987,74.33,92.0,33.23,36,95,3,3
鹿児島県,1988,71.0,96.0,45.92,18,99,3,3
鹿児島県,1989,67.0,93.0,46.78,13,95,3,3
鹿児島県,1990,67.67,87.0,34.36,28,88,3,3
鹿児島県,1991,81.75,96.0,31.23,35,100,4,4
鹿児島県,1992,73.67,94.0,39.63,28,99,3,3
鹿児島県,1993,64.5,64.5,50.2,29,100,2,2
鹿児島県,1994,61.5,61.5,45.96,29,94,2,2
鹿児島県,1995,71.0,71.0,41.01,42,100,2,2
鹿児島県,1996,67.0,88.0,39.0,22,91,3,3
鹿児島県,1997,68.33,89.0,35.8,27,89,3,3
鹿児島県,1998,63.0,63.0,50.91,27,99,2,2
鹿児島県,1999,65.5,65.5,43.13,35,96,2,2
鹿児島県,2000,77.0,97.0,39.95,31,103,3,3
鹿児島県,2001,81.33,95.0,40.28,36,113,3,3
鹿児島県,2002,60.0,60.0,43.84,29,91,2,2
鹿児島県,2003,70.33,92.0,38.4,26,93,3,3
鹿児島県,2004,73.33,91.0,35.92,32,97,3,3
鹿児島県,2005,79.0,99.0,34.64,39,99,3,3
鹿児島県,2006,67.33,88.0,37.54,24,90,3,3
鹿児島県,2007,82.33,94.0,39.8,38,115,3,3
鹿児島県,2008,68.0,68.0,49.5,33,103,2,2
鹿児島県,2009,63.0,63.0,39.6,35,91,2,2
鹿児島県,2010,65.0,65.0,43.84,34,96,2,2
鹿児島県,2011,66.5,66.5,40.31,38,95,2,2
鹿児島県,2012,63.0,63.0,46.67,30,96,2,2
鹿児島県,2013,56.5,56.5,40.31,28,85,2,2
鹿児島県,2014,60.5,60.5,41.72,31,90,2,2
鹿児島県,2015,59.5,59.5,43.13,29,90,2,2
鹿児島県,2016,65.0,65.0,45.25,33,97,2,2
鹿児島県,2017,74.5,74.5,43.13,44,105,2,2
鹿児島県,2018,62.0,62.0,36.77,36,88,2,2
鹿児島県,2019,68.5,68.5,43.13,38,99,2,2
鹿児島県,2020,74.0,74.0,50.91,38,110,2,2
鹿児島県,2021,60.5,60.5,40.31,32,89,2,2
鹿児島県,2022,61.0,61.0,42.43,31,91,2,2
鹿児島県,2023,63.5,63.5,44.55,32,95,2,2
鹿児島県,2024,68.0,68.0,49.5,33,103,2,2
鹿児島県,2025,97.0,97.0,,97,97,1,1
