year,date,day_of_year,month,day,event,station_name_jp,station_name_en,jma_station_code,wmo_station_id,country_area,latitude_deg,longitude_deg,display_name,osm_type,osm_id,country,country_code,neighbourhood,quarter,city,subprovince,province,postcode,climate_classification_koppen
1997,1997-05-12,132,5,12,flowering,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
1998,1998-04-28,118,4,28,flowering,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
1999,1999-05-09,129,5,9,flowering,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
2000,2000-05-18,139,5,18,flowering,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
2001,2001-05-12,132,5,12,flowering,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
2002,2002-04-29,119,4,29,flowering,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
2003,2003-05-10,130,5,10,flowering,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
2004,2004-05-12,133,5,12,flowering,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
2005,2005-05-21,141,5,21,flowering,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
2006,2006-05-15,135,5,15,flowering,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
2007,2007-05-12,132,5,12,flowering,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
2008,2008-05-03,124,5,3,flowering,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
2009,2009-05-04,124,5,4,flowering,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
2010,2010-05-17,137,5,17,flowering,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
2011,2011-05-16,136,5,16,flowering,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
2012,2012-05-03,124,5,3,flowering,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
2013,2013-05-25,145,5,25,flowering,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
2014,2014-05-07,127,5,7,flowering,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
2015,2015-04-30,120,4,30,flowering,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
2016,2016-05-08,129,5,8,flowering,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
2017,2017-05-05,125,5,5,flowering,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
2018,2018-05-02,122,5,2,flowering,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
2019,2019-05-05,125,5,5,flowering,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
2020,2020-05-07,128,5,7,flowering,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
2021,2021-05-06,126,5,6,flowering,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
2022,2022-04-27,117,4,27,flowering,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
2023,2023-04-28,118,4,28,flowering,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
2024,2024-04-28,119,4,28,flowering,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
2025,2025-05-08,128,5,8,flowering,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
1953,1953-05-26,146,5,26,full_bloom,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
1954,1954-05-19,139,5,19,full_bloom,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
1955,1955-05-20,140,5,20,full_bloom,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
1956,1956-05-13,134,5,13,full_bloom,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
1959,1959-05-07,127,5,7,full_bloom,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
1966,1966-05-21,141,5,21,full_bloom,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
1968,1968-05-10,131,5,10,full_bloom,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
1969,1969-05-13,133,5,13,full_bloom,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
1970,1970-05-10,130,5,10,full_bloom,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
1971,1971-05-20,140,5,20,full_bloom,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
1972,1972-05-06,127,5,6,full_bloom,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
1973,1973-05-13,133,5,13,full_bloom,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
1974,1974-05-18,138,5,18,full_bloom,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
1975,1975-05-17,137,5,17,full_bloom,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
1976,1976-05-16,137,5,16,full_bloom,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
1977,1977-05-16,136,5,16,full_bloom,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
1978,1978-05-14,134,5,14,full_bloom,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
1979,1979-05-26,146,5,26,full_bloom,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
1980,1980-05-23,144,5,23,full_bloom,網走,ABASHIRI,409,47409,JAPAN,44.01777777777777,144.27972222222223,"南十条東五丁目, 網走市, オホーツク総合振興局, 北海道, 北海道地方, 093-0031, 日本",way,155404827,日本,jp,南十条東五丁目,,網走市,オホーツク総合振興局,北海道,093-0031,Dfb
